"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas 2011","IMCRA 4 Regions","IBRA 7 Regions","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"7a3c2e17-9789-4ad0-97ff-fb580d0fd158","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","25KM E OF COONAMBLE ON TOONOWEENA RD. NEAR ROCKY HILL USED AS SHIRE BLUE METAL QUARRY","","","","-31.083334","148.41667","","","Australia","New South Wales","Coonamble (A)","","Darling Riverine Plains","","","","","","25701","1998","06","","1998-06-01","","","HumanObservation","present","","","","true","true"
"7979e78e-36f7-445e-ace9-0b5905174d99","URN:CornellLabOfOrnithology:EBIRD:OBS202170356","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-28.9","140.1","EPSG:4326","-28.9","140.1","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","","Steve Potter","2010","06","","","","","HumanObservation","present","","","","true","true"
"77a2dcc1-68c8-480c-8bff-8ad56100fd08","URN:CornellLabOfOrnithology:EBIRD:OBS781085393","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Coorabulka Rd, Whitewood Creek Crossing","-24.0175600","140.3262900","","-24.01756","140.32629","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","10","obsr450538","2019","06","23","2019-06-23","","","HumanObservation","present","","","","true","true"
"76d75879-da6c-4fed-b3ca-88c83ebb3f58","O.46300","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus Gould, 1842","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co11","Australian Museum Ornithology Collection","CC-BY","AM","Ornithology","","-12.450","131.050","","-12.45","131.05","","10000.0","Australia","Northern Territory","Litchfield (M)","","Darwin Coastal","","","","","","STOKES, A.","1977","06","16","1977-06-16","","PreservedSpecimen","PreservedSpecimen","present","Male","","","true","true"
"763a6957-e3db-44b7-a72c-fe695c24bd71","ABBBS1276711","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","04","1991-06-04","","HumanObservation","HumanObservation","present","Male","","","true","true"
"761df1d6-c4e1-4e7a-8bdf-2fcb469bc135","ABBBS1276705","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","03","1991-06-03","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"75e5cadb-cfef-4162-a620-19e73349790d","URN:CornellLabOfOrnithology:EBIRD:OBS775959936","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Coorabulka","-24.0270320","140.1003250","","-24.027032","140.100325","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","3","obsr439702","2019","06","17","2019-06-17","","","HumanObservation","present","","","","true","true"
"75e43fa3-6fdf-492b-a8e9-612eb1e9165c","URN:CornellLabOfOrnithology:EBIRD:OBS635390102","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Rupanyup","-36.62663","142.6308","","-36.62663","142.6308","","","Australia","Victoria","Yarriambiack (S)","","Murray Darling Depression","","","","","1","obsr285737","2018","06","29","2018-06-29","","","HumanObservation","present","","","","true","true"
"75b620fc-5cfe-44f8-b9fe-842b5319a7ab","67430","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-23.73189359","133.86793665","","-23.73189359","133.86793665","","","Australia","Northern Territory","Alice Springs (T)","","MacDonnell Ranges","","","","","","Cole, Jeff R","1988","06","30","1988-06-30","","","HumanObservation","present","","","","true","true"
"7295fc08-f829-483f-a1bd-884f05d13872","URN:CornellLabOfOrnithology:EBIRD:OBS634816914","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Coorabulka Rd, Whitewood Creek Crossing","-24.01756","140.32629","","-24.01756","140.32629","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","39","obsr435555","2018","06","22","2018-06-22","","","HumanObservation","present","","","","true","true"
"725776b7-346d-4559-8cf9-b33006cf5029","URN:CornellLabOfOrnithology:EBIRD:OBS781973205","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Coorabulka Rd at Whitewood Creek Crossing","-23.5461378","140.1660366","","-23.5461378","140.1660366","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","11","obsr430744","2019","06","24","2019-06-24","","","HumanObservation","present","","","","true","true"
"711239cf-5be7-44c4-bc66-7aee0c572528","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","WOLLONGONG","","","","-34.416664","150.91667","","","Australia","New South Wales","","Central Eastern Shelf Province","","","","","","","22820","1893","06","","1893-06-01","","","HumanObservation","present","","","","true","false"
"6bd41f1c-58b1-47fa-b42d-e8b625aa785e","1246125","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-23.73189359","133.86793665","","-23.73189359","133.86793665","","","Australia","Northern Territory","Alice Springs (T)","","MacDonnell Ranges","","","","","","Cole, Jeff R","1988","06","30","1988-06-30","","","HumanObservation","present","","","","true","true"
"6bc5bfbd-e1a1-4f42-8777-1f5ab90e2673","URN:CornellLabOfOrnithology:EBIRD:OBS635421911","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Rupanyup","-36.62663","142.6308","","-36.62663","142.6308","","","Australia","Victoria","Yarriambiack (S)","","Murray Darling Depression","","","","","1","obsr450667","2018","06","29","2018-06-29","","","HumanObservation","present","","","","true","true"
"6a9f1d32-8ce3-43e8-b3cd-9f54abf7eea9","ABBBS1622955","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-23.99850779","139.001205003","GDA94","-23.99850779","139.001205","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","100.0","100.0","","","","OPJG02021500","1991","06","17","1991-06-17","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"698f6515-b536-4e61-973a-5c61aab215d2","O18446","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr344","Queensland Museum provider for OZCAM","in15","Queensland Museum","co151","Queensland Museum Birds","CC-BY","QM","Birds","Windorah","-25.416667","142.65","","-25.416667","142.65","","","Australia","Queensland","Barcoo (S)","","Channel Country","","","","","","","1980","06","06","1980-06-06","","Preserved specimen","PreservedSpecimen","present","","Skeletal parts","","true","true"
"68c0495d-44ef-4163-9ef8-31dc3e8b6be2","1802848","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","Indinda Swamp","-25.37194","135.39278","","-25.37194","135.39278","","","Australia","Northern Territory","MacDonnell (S)","","Simpson Strzelecki Dunefields","","","","","","","2011","06","","2011-06-26","","","HumanObservation","present","","","","true","true"
"68bfd376-7c39-4373-b690-39ca0c9b8edf","ABBBS1276672","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"66dd757e-8a77-465b-880d-825faf0be572","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr9662","Brisbane City Council","","","","","CC-BY 3.0 (Au)","","","","","","","-27.5801","153.07613","","300.0","Australia","Queensland","Brisbane (C)","","South Eastern Queensland","","","","","","","1991","06","30","1991-06-30","","","","present","","","","true","true"
"6516a5a2-080a-49dc-a2b7-bba98b93290f","ABBBS1276663","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.706827068","140.001205015","GDA94","-24.706827067","140.001205015","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","120.0","120.0","","","","OPJG02021500","1991","06","01","1991-06-01","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"6224f6c3-79aa-4b57-978b-5c0434c0ea94","URN:CornellLabOfOrnithology:EBIRD:OBS171184705","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Middle Point Rd","-12.57972","131.31583","EPSG:4326","-12.57972","131.31583","","","Australia","Northern Territory","Litchfield (M)","","Darwin Coastal","","","","","1","Tom McCrie","1999","06","20","1999-06-20","1999-06-20","HumanObservation","HumanObservation","present","","","","true","true"
"5fe95f32-78a9-447e-b8fc-3fe36c00aa59","ABBBS1276689","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"5e262027-207a-4e31-8c18-b80223f56b20","E02860","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr341","Australian National Wildlife Collection provider for OZCAM","in6","Commonwealth Scientific and Industrial Research Organisation","co16","Australian National Wildlife Collection","CC-BY","ANWC","Eggs","80 MILES S OF RICHMOND","","","","","","","","Australia","Queensland","","","","","","","","","","1973","06","24","1973-06-24","24JUN1973","PreservedSpecimen","PreservedSpecimen","present","Not applicable","shell","","true",""
"5cb1dc22-83f9-4d69-a1da-583ff641f2ee","URN:CornellLabOfOrnithology:EBIRD:OBS777272746","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Coorabulka","-24.0270320","140.1003250","","-24.027032","140.100325","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","3","obsr736289","2019","06","17","2019-06-17","","","HumanObservation","present","","","","true","true"
"5b6689f3-6839-49a9-a136-3d8079e921c0","BE1181","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr342","Museums Victoria provider for OZCAM","in16","Museums Victoria","co120","Museums Victoria Ornithology Collection","CC-BY","NMV","Ornithology","Diamantina R plains","-23.73","141.1","WGS84","-23.73","141.1","","","Australia","Queensland","Diamantina (S)","","Channel Country","","","","","4","","1918","06","29","1918-06-29","","PreservedSpecimen","PreservedSpecimen","present","","specimenNature=Egg;specimenForm=Dry","","true","true"
"5791e8e3-938c-4eb0-8758-70f67b58079e","URN:CornellLabOfOrnithology:EBIRD:OBS158655255","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Uluru-Kata Tjuta National Park","-25.3570441","131.044414","EPSG:4326","-25.3570441","131.044414","","","Australia","Northern Territory","MacDonnell (S)","","Great Sandy Desert","","","","","1","William Pixler","2012","06","21","2012-06-21","2012-06-21","HumanObservation","HumanObservation","present","","","","true","true"
"5699adf8-3289-4fb6-9780-d9562575e9f4","3583534.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","WYCHEPROOF","-36.0901","143.2429","GDA94","-36.0901","143.2429","","900.0","Australia","Victoria","Buloke (S)","","Murray Darling Depression","","","","","1.0","NA See original data sheet","1970","06","05","1970-06-05","","Human Observation","HumanObservation","present","","","","true","true"
